Location,Age,Gender,Ethnicity,Resolution,Offence,Year,Value,Flags
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,1999,74,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2002,2004,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2003,1940,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2004,1507,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2005,1624,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2001,382,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2002,419,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2003,478,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2004,385,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2005,514,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2001,1246,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2002,1318,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2003,1337,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2004,1399,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2005,1363,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2001,2264,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2002,1949,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2003,2930,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2004,3223,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2005,2863,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2001,1107,
Waikato District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2002,1079,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,1999,17040,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2003,115,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2004,150,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2005,123,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2000,25,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2001,26,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2002,51,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2003,65,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2004,57,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2005,44,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2000,17691,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2001,17625,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2002,19290,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2003,20525,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2004,21413,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2005,19108,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2000,13,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2001,2,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2002,23,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2003,2,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2004,3,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2005,12,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2000,1980,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2001,2063,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2002,2202,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2003,2525,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2004,2788,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2005,2557,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2000,91,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2001,134,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2002,105,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2000,360,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Theft and related offences,2004,4364,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Theft and related offences,2005,4133,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2000,1042,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2001,896,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2002,841,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2003,844,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2004,556,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2005,460,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2000,2626,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2001,2405,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2002,2587,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2003,2156,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2004,1964,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2005,1594,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2001,591,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2002,517,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2003,613,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2004,631,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2005,592,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2000,96,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2001,65,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2002,93,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2003,80,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2004,87,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2005,105,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2000,1487,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2001,1336,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2002,1495,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2003,1724,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2004,1784,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2005,1886,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Theft and related offences,2000,3906,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2000,1734,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2001,2334,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2002,1890,
Bay Of Plenty District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2003,1672,
